,caption,date,likes,comments,shortcode
206,"Podríamos haber hecho una campaña de publicidad como las que ves a diario en Instagram, pero creemos que es mejor que escuches a nuestros clientes y clientas Nu. Su recomendación es lo más. Acá dejamos el adelanto de lo que viene. 💜✨ #PregúntaleAAlguienConNu",2022-07-14 21:58:02,937,80,CgAjOq1LBZL
207,"Nunca digas nunca, con la moradita la misión para obtener una tarjeta de crédito dura menos de 3 minutos.",2022-07-12 23:07:58,976,61,Cf7ho-juaOi
208,"¿Sabes cómo son los MSI al estilo Nu? En este video te lo explicamos de una forma súper sencilla 🎮👾
Para conocer todos los detalles de los MSI al estilo Nu entra al #BlogNu en el link de nuestra bio.",2022-07-04 23:46:33,792,27,Cfm_rPLlYdL
209,"¡Nulovers! ¿Les ha pasado? 😆Suele ser común. Asociamos el comercio justo, con los precios caros cuando no necesariamente es así. Entra a #BlogNu desde el link de nuestra bio donde te explicamos más sobre cómo apoyar al comercio justo, sin vaciar tu cuenta de ahorros 💸😉",2022-06-30 23:00:19,644,17,CfcnPb1LODN
210,"El uso correcto de tu tarjeta de crédito Nu, es el primer paso para lograr un aumento automático de crédito, ¿quieres saber cómo? En este #xpeeronline, Caro te cuenta todos los detalles que necesitas conocer.",2022-06-29 00:14:47,1045,60,CfXmAlCts_Z
211,"El sábado lxs Nubankers salimos a las calles de Reforma para apoyar al movimiento LGBTTTQ+. Gracias a que hoy la diversidad transforma, mañana vendrá un mejor futuro para todxs 💜✨",2022-06-28 20:45:36,1246,51,CfXOPCBJh_h
212,Un dinerito extra nunca cae mal. Entra al link de nuestra bio para saber qué necesitas para iniciar tu propio ‘side business’ #BlogNu 💸💰,2022-06-24 21:07:37,401,6,CfM9kwTpKhA
213,"¿Conocen la regla de 50/30/20? Es clave para poder independizarte y no tropezar en el intento. En Nu sabemos el gran reto financiero que implica volar del nido, más cuando tienes que hacerlo antes de lo esperado. Por eso creamos una guía especial en #BlogNu para que tengas todos los tips a la mano, antes de dar este gran salto.",2022-06-23 21:42:39,617,25,CfKcmJflcAM
214,"Si quieres saber más sobre las ventajas de tener una tarjeta de crédito, entra a la link de nuestra bio a leer nuestra entrada sobre el tema en #BlogNu",2022-06-20 23:25:21,1251,60,CfC6KFQtkyY
215,"Con Nu, el porcentaje de burocracia es del 0%
Disfruta de tu tarjeta de crédito sin anualidad, sin letras chiquitas, sin pagos sorpresa. ¡Comenta aquí si tú también amas Nu!",2022-06-18 00:00:14,1005,135,Ce7PvRXNUfD
216,"¡Estamos evolucionando y necesitamos de tu ayuda! En este video Caro, Xpeer en Nu, te cuenta lo que necesitamos de ti y cómo puedes ayudarnos confirmando tus datos desde la app.",2022-06-14 00:24:54,858,39,Cew_S-MtWyT
217,"Nu evoluciona para ofrecerte más productos y servicios.
Para dar este paso, necesitaremos la ayuda de toda la comunidad morada.
Cuando llegue el momento, recibirás un correo o una notificación para empezar el proceso desde la app, ¡solo te tomará 2 minutos!",2022-06-10 16:16:25,2265,228,CeoZHpcBBEI
218,"¿Cómo anticipar mensualidades con Nu? En este video Jorge, Xpeer en Nu, te explica cómo hacerlo desde la app Nu. #xpeeronline",2022-06-08 15:58:50,454,57,CejNV2nNt-b
219,"Con tu tarjeta de crédito Nu no sólo puedes optar por un plan de financiamiento con interés fijo, sino que también puedes anticipar el pago mensualidades. En este video te explicamos cómo hacerlo y sus beneficios.",2022-06-06 23:25:22,479,18,Cee3ANmu3VG
220,Etiqueta a esa persona que necesita empezar YA con su historial crediticio. En #BlogNu tenemos un par de tips perfectos para que den el primer paso. Link en bio.,2022-06-03 22:04:32,1016,61,CeW_ZN2O9PH
221,"Iniciar tu historial crediticio es también dar el primer paso 👣 en tu vida financiera.
. 
En palabras simples: es el registro y seguimiento de tu comportamiento financiero, para en un mañana obtener un préstamo o financiamiento.
.
Da ese primer paso con Nu y aprende más en el link de nuestra bio. #BlogNu",2022-06-02 22:06:30,648,29,CeUa00IP14z
222,"Nu México evoluciona por el bien de la comunidad morada. Aunque aún falta tiempo, queremos contarte que te llegarán más noticias por medio de la app.  Mientras tanto, deja aquí tu teoría de conspiración… 👇🏼",2022-06-01 22:00:13,1569,359,CeR1S5TvNeW
223,"¡Ya llegó la temporada de descuentos!🔥 Compra a MSI al estilo Nu con PayPal para que puedas obtener un cupón de $200 pesos para que por fin puedas comprar eso que tanto quieres. Tienes hasta el 31 de mayo.
Da clic en el link de la bio para conocer más detalles, Términos y Condiciones de las promociones y descubrir todos los aliados que tenemos de MSI.",2022-05-27 13:00:44,330,19,CeD_jQwppcS
224,"¡Aprovecha los MSI al estilo Nu en esta temporada de descuentos! 💜🔥 Paga con tu tarjeta de crédito Nu en Sam’s Club a 18 MSI y recibe 3 meses en tarjeta de bonificación en Club, o bien encuentra precios exclusivos en sams.com.mx y MSI. Ahora sí, eso que siempre has querido por fin será tuyo. Tienes hasta el 31 de mayo. 
Da clic en el link de la bio para conocer más detalles, Términos y Condiciones de las promociones y descubrir todos los aliados que tenemos de MSI.",2022-05-26 14:25:05,328,12,CeBka2joy9u
225,"🔥¡La temporada de descuentos está aquí!🔥 Aprovecha los MSI al estilo Nu en Walmart y Walmart.com y obtén hasta 18 MSI, para que por fin eso que tanto querías pueda ser tuyo. Tienes hasta el 31 de mayo. 

Da clic en el link de la bio para conocer más detalles, Términos y Condiciones de las promociones y descubrir todos los aliados que tenemos de MSI.",2022-05-25 19:40:15,272,14,Cd_js4EObgY
226,"🤩¡Por fin podrás comprar lo que siempre has querido!🤩 Aprovecha la temporada de descuentos 🔥 y paga con tu tarjeta Nu en Walmart y Sam’s Club para recibir hasta 18 MSI, y si compras a meses con PayPal podrás obtener un cupón de $200 pesos para tu próxima compra. Tienes hasta el 31 de mayo. Entra al link en la bio para conocer más detalles, Términos y Condiciones y descubrir a todos los aliados que tenemos de MSI.",2022-05-24 23:00:45,981,46,Cd9V4PKoLXu
227,Futuro es solicitar tu tarjeta desde donde estés en menos de 3 minutos. 💜💜💜 en los comentarios si estás de acuerdo 👇🏼,2022-05-18 23:00:26,1021,81,Cdt5EtBNQxb
228,"¿Quieres comprar algo a MSI pero no te animas? En este video Jorge, Xpeer en Nu, te explica los beneficios de meter tu compra a meses y por qué hacerlo con tu moradita es la mejor opción. 
#xpeeronline",2022-05-18 00:28:13,684,56,CdreOk0NUVA
229,"En las Nu-ticias de hoy: Nu se viste a la moda con su nueva alianza, ¡Privalia se une a los MSI al estilo Nu! Además, por lanzamiento, del 1 al 31 de mayo, recibe un cupón de $400. Entra al #BlogNu para descubrir cómo conseguirlo y conocer más de esta alianza.",2022-05-12 22:21:32,1100,52,CdeX2ghtgc3
230,"Sabemos que a veces pagar el saldo total pendiente puede ser complicado, pero no con Nu, ya que desarrollamos el Plan de Pagos Fijos. Descubre aquí cómo puedes recuperar el control de tu dinero de la manera más simple: desde tu app de Nu y conoce todos los detalles en el #BlogNu",2022-05-11 23:00:45,314,17,Cdb3hCJK7Ix
231,"Los mejores consejos siempre vienen de mamá. Por eso decidimos pedirles los mejores tips de finanzas a las mamás de los Nubankers para que tú puedas poner en práctica. Da clic en el link de nuestra bio y conócelos.

#blognu",2022-05-10 21:52:03,174,0,CdZK429MP90
232,Nos llena de orgullo que @nubank cumpla 9 años en Brasil. Es increíble ver hasta dónde nos ha llevado el amor morado. Y aprovechando el momento cursi: gracias por confiar en Nu México. 💜✨ Esta frase va con dedicatoria especial a nuestros Nulovers.,2022-05-06 21:34:12,396,47,CdO1qmNLW7M
233,"En Nu te escuchamos👂e hicimos tus sueños realidad ✨, creamos una nueva opción en la App, con la que ya puedes anticipar los pagos de tu Plan de Pagos Fijos (PPF) y Compras Diferidas (CDIF)  para ahorrar en intereses y liberar tu línea de crédito más rápido.

Poco a poco toda la comunidad morada podrá disfrutar de esta opción. Entra al #BlogNu y conoce todos los detalles.",2022-05-05 19:00:06,1001,103,CdL_O_QMbBu
234,¡Que la celebración del 4 de mayo no lleve tu cartera al lado oscuro! En Nu sabemos que es irresistible no celebrar esta fecha. Por eso preparamos unos tips financieros especiales para fans de Star Wars. Conoce más en nuestro #BlogNu #StarWarsDay #MayTheFourthBeWithYou,2022-05-04 20:44:13,394,5,CdJmWxiLAEa
235,"Antes de que llegue la temporada de compras cibernéticas 🔥 te conviene conocer ‘Plan de Pagos Fijos’, una opción de financiamiento al estilo Nu. En este video Jahir, nuestro Xpeer en Nu, te explica paso a paso en qué consiste.",2022-05-03 23:24:22,474,36,CdHT0mIMgaR
236,"Si te la pasas en números rojos, lo más sensato sería hacer un mapa de tus finanzas para encontrar las 🚩🚩🚩 
Para ayudarte en esta misión, creamos una guía básica de finanzas especial. Entra a #BlogNu para saber más.",2022-04-29 20:26:27,2019,86,Cc8sWLgMmHA
237,"Interrumpimos tu scrolleo para anunciarte que ¡Nu se alió con Platzi!

Nu te da las herramientas para que nunca dejes de aprender, por eso, ahora puedes pagar tu inscripción anual de Platzi con tu tarjeta de crédito Nu para disfrutar de un precio especial, más 3, 6, 9, y 12 MSI al estilo Nu. ¡Aprovecha que ahora son más de 1000 cursos! Entra al #BlogNu y conoce todos los detalles.",2022-04-28 22:35:42,1034,26,Cc6WWCiPMXt
238,En Nu tenemos cero sucursales. Nuestro esquema de servicios es 100% digital para que tú no tengas que complicarte. Estamos para ti 24/7 vía chat dentro de la. app o llamada de teléfono. En este #BlogNu te contamos más sobre cómo contactarnos.,2022-04-25 23:05:27,464,19,CcyrXSNNPrz
239,"Si bien trabajar desde casa tiene sus ventajas: pijama como outfit oficial, más tiempo con los michis y cero horas perdidas en tráfico... 

Este cambio en tu estilo de vida podría representar un gasto (o un ahorro) en tus finanzas. ¡Llena este checklist y compara!",2022-04-21 22:01:50,496,20,CcoQ53NLm9I
240,"Las infidelidades financieras también son reflejo de una relación tóxica 🚩🚩🚩En el blog Nu, te explicamos por qué es importante tener transparencia financiera cuando llevas una vida en pareja.  Link en nuestra bio.",2022-04-20 23:01:00,765,6,Ccly4Sbsxgn
241,"¿Qué no puede faltar en tu kit de viaje? Cartera con tu moradita💜✨ En nuestra nueva entrada al blog, te contamos todos los beneficios de viajar con tu tarjeta de crédito Nu.",2022-04-20 16:00:53,678,21,CclCzUxsCZm
242,"¿Quieres aprender a diferir tus compras? En este nuevo video de #xpeeronline, Ernesto te explica paso a paso cómo hacerlo desde la app Nu. No olvides dejarnos en los comentarios qué otro tema te gustaría que habláramos en esta serie especial con nuestros Xpeers. 💜",2022-04-19 22:00:43,421,34,CcjHG_esjBR
243,"Si tan solo alguien nos lo hubiera dicho antes… 
Swipe para mejorar tu futuro financiero 👉🏽 💜",2022-04-18 23:06:40,683,18,Ccgp8GWtTLD
244,"Para nuestros clientes estamos 24/7, los 365 días del año. No importa la hora, ni el tamaño del problema. En Nu vamos hacer hasta lo imposible por ayudarte. Un TQM de regreso a los Nulovers.",2022-04-14 19:55:42,373,37,CcWA4GIlA-H
245,"Si algo aprendimos con el aislamiento es que nuestro entorno sí importa. Si estás pensando en mejorar tu estilo de vida por medio de una remodelación, tenemos la guía financiera PER-FEC-TA para ti. Ve al link de nuestra bio para saber más 🧑🏽‍🔧👩🏾‍🔧💜",2022-04-07 23:32:41,471,9,CcEYK-JtlkK
246,"¡Tenemos nuevos aliados con MSI al estilo Nu! 
Paga con tu tarjeta de crédito Nu en @claroshop y por lanzamiento disfruta de 6 a 24 MSI para comprar desde el súper 🛒 hasta aparatos electrónicos 📸 También podrás decorar tu casa 🛋  u oficina 🗄 de 3 a 12 MSI con @interimobel Recuerda que si adelantas tus pagos puedes recibir un descuento por hacerlo 🙌",2022-04-06 23:50:11,1057,57,CcB1Xg5BWkN
247,"¿Cuál es tu forma favorita de pagar tu moradita? 
Hoy Jahir, nos platica las distintas formas en las que puedes pagar tu tarjeta de crédito Nu en esta nueva entrega de #xpeeronline.",2022-04-05 23:28:22,414,26,Cb_N7y8ts4f
248,"En este video de #xpeeronline, Ernesto te cuenta a detalle cómo es el estado de cuenta de tu tarjeta de crédito Nu. Y te da algunos tips para aprovechar al máximo tus finanzas. 
¿Tienes algún tema del cual quisieras que hablemos? ¡Cuéntanos en los comentarios!",2022-04-04 23:52:48,349,16,Cb8r9WWtTu1
249,"¿Ya sabes en qué consisten las Compras Diferidas (CDIF)? Te lo explicamos bien digerido para que puedas tener una opción fácil y clara de diferir los pagos de tus compras al estilo Nu, en todas tus compras a partir de 100 pesos. Conoce más en el #BlogNu o visitando el link en nuestra bio.",2022-04-01 19:14:52,385,23,Cb0dzjTlCh4
250,"📣 Nu-ticia de último minuto 📣 @thehomedepotmx se une a los MSI al estilo Nu 💜 Gracias a esta nueva alianza, Dile sí a remodelar tu casa a 6 y 12 MSI. Conoce todos los detalles de esta noticia en nuestro #BlogNu",2022-04-01 00:02:21,1630,96,CbyaALzMXcm
251,"Emprender no es fácil, pero tampoco imposible. Así lo demuestra Diana Hipolito, fundadora de @thevanityofficeservice, negocio dedicado a embellecerte a domicilio 💄💅🤩 
Da clic en bio para conocer y apoyar a las Dueñas del Futuro. Nu x un futuro financiero igualitario.",2022-03-31 00:12:15,253,9,Cbv2VV2IbvG
252,"Según estudios, las mujeres tienen menos confianza en el manejo de sus finanzas. Pero en Nu sabemos que las mujeres son las Dueñas del Futuro. Da clic en bio para conocer más de la situación y lo que Nu está haciendo para cambiarla. Nu x un futuro financiero igualitario.",2022-03-29 23:00:58,387,7,CbtJYy6s5de
253,"Emprender no es fácil, pero tampoco imposible. Así lo demuestra Diana Hipolito, fundadora de @thevanityofficeservice, negocio dedicado a embellecerte a domicilio 💄💅🤩 
Da clic en bio para conocer y apoyar a las Dueñas del Futuro. Nu x un futuro financiero igualitario.",2022-03-28 23:00:41,249,28,CbqkiV_M47Q
254,"Ella es Pao Reyes, creadora de @wabisabi.ps.mx, marca de ropa restaurada a mano, hecha con amor ❤️‍🔥y es parte de Dueñas del Futuro. Da clic en bio e inspírate con su historia para que con tu ayuda logremos alcanzar un futuro financiero igualitario.",2022-03-24 23:00:50,244,3,CbgRZggviJs
255,"Construir un mundo más justo y sin brechas es abrirle la puerta de la educación financiera a más mujeres, por eso, como parte de nuestra plataforma Dueñas del Futuro nos aliamos con @Platzi para ofrecer 100 becas a nuestras clientas en México, para tomar cursos de educación financiera. 

Haz clic en bio y conoce los requisitos para aplicar.",2022-03-23 22:00:20,568,24,CbdlrdvsQdc
256,"Ir contra el status quo puede darte muchos beneficios. Así como a Pao Reyes, creadora de @wabisabi.ps.mx, marca de ropa restaurada a mano, hecha con amor 🧢👗👕👚 Da clic en bio para conocer y apoyar a las Dueñas del Futuro. Nu x un futuro financiero igualitario.",2022-03-23 00:01:00,341,30,CbbOqXms1bS
257,"¿Quieres más opciones de MSI al estilo Nu? Te escuchamos, y tenemos un nuevo aliado: ¡Bienvenido Comex! Así que pinta tu futuro de morado pagando con tu tarjeta de crédito Nu a 3 y 6 MSI. Además puedes adelantar el pago de tus mensualidades y recibe un descuento liberando tu línea de crédito 💜",2022-03-22 16:30:47,1537,89,CbabK7kMg1H
258,"Hoy jueves a las 20:00 horas para ver “La tecnología como herramienta para el empoderamiento”, panel en el que parte del equipo de @nu.mx @crackthecode.la y @bumble_mexico compartieron su experiencia en empresas de tecnología fundadas por mujeres y el rol de las empresas, para seguir apoyando el desarrollo y visibilidad de mujeres en puestos de liderazgo.

Suscríbete sin costo en el link de la bio.
#WEFExpansion2022",2022-03-17 18:47:05,284,11,CbNyy21rq55
259,"¿Qué son los Meses sin Intereses, o MSI? ¿Comprar de esta forma afecta mi buró? Y muchas dudas más, para que aproveches al máximo esta herramienta financiera en el link de nuestra bio.",2022-03-14 22:43:35,786,27,CbGfeVdrxIC
260,"Si has pensado en invertir en la bolsa, queremos que lo hagas con responsabilidad, por eso te compartimos 3 puntos fundamentales para tomar en cuenta antes de realizar cualquier transacción bursátil.",2022-03-11 19:27:55,508,8,Ca-arE9hGBT
261,"A partir de hoy las #acciones de Nu Holdings Ltd. estarán disponibles en México a través de la @biva_mx y @gbmplus_ Nos encanta seguir este camino de la mano de nuestros clientes, que desde ahora se podrán convertir en socios de esta gran familia morada. Si quieres conocer más visita nuestra el #BlogNu dando clic en nuestro link en bio.",2022-03-10 21:31:13,1210,33,Ca8EAyOMOnq
262,"Cuando estás a punto de comprar algo y te dicen que solo hay pago en efectivo: 🤡🤡🤡 
Común, ¿no? Con tu moradita tienes la opción de retirar efectivo, utilízala para esas emergencias. Conoce más de este beneficio en la link de nuestra bio.",2022-03-08 22:58:09,1180,53,Ca3EX11NkpU
263,"Foto del pastel de aniversario, o no pasó. 💜💜🎂 Gracias por confiar en nosotros Nulovers. Nuestro deseo en este aniversario #3 es que cada vez seamos más en la familia morada.",2022-03-08 00:01:05,2086,132,Ca0mw7NMn8k
264,"¡Tres años en México y 1.4 millones de Nulovers! Gracias por confiar en Nu, los tqm 💜💜🎂",2022-03-03 20:18:15,186,36,Cap5h-6F986
265,"¿Qué son los MSI al Estilo Nu? ¿Puedo vincular mi tarjeta Nu a Apple Pay? ¿Qué es la Tarjeta Virtual?... éstas y muchas más preguntas, quedarán resueltas en esta nueva entrega de #xpeerOnline, en donde Viry nos sigue compartiendo más información acerca de todo lo que puedes hacer con tu moradita. 
¿De qué más quisieras que hablemos en estos videos?",2022-03-01 22:31:52,337,7,Cak_q1hMzsn
266,"Amor es enseñarte a usar la app de Nu aunque no le sepas a tu celular. En este mes de los #enamorad💜s, celebremos en conjunto las historias de amor Nu.",2022-02-25 22:00:49,778,22,CaapEQLsIs4
267,"Hoy estrenamos nuevo video de #xpeeronline, y Viri, Xpeer en Nu México, nos responde algunas de las preguntas más frecuentes que nos llegan por redes sociales, chat, correo y teléfono… fueron tantas que, lo tuvimos que dividir en dos partes. Dale click al video para que lo veas completo.",2022-02-24 22:07:45,435,20,CaYE7uwMQaB
268,"En Nu queremos respetar quién eres sin importar cómo te identifiques. Este mes de los #enamorad💜s este corazón de inclusión atesora la historia de Gael y una de nuestras Xpeers, encargadas de enamorar a los clientes.",2022-02-23 23:00:40,425,46,CaVmTTvMfAG
269,"El final feliz de esta historia de amor, es que tanto Andrés como nuestra Xpeer compraron tenis nuevos. Una emergencia por una tarjeta que no pasaba, terminó en corazones morados. Da swipe para conocer esta muestra de amor mutuo. #enamorad💜s 
En comentario: Esta historia de amor está inspirada en hechos reales. Conócela completa en nuestro blog Nu.",2022-02-22 23:07:56,856,36,CaTCXQTsGDH
270,"Para deportistas, sneakerheads y quien quiera pagar MSI al estilo Nu, tenemos nuevos aliados: @Innovasport, @Innvictusmx y @dotomx 💜 etiqueta a alguien que vaya a aprovechar estos MSI 🔥 
Consulta términos y condiciones en nu.com.mx",2022-02-22 15:00:43,1791,191,CaSKmDArsXW
271,"Con ustedes, todos los días son especiales. Pero este mes de los #enamorados, era importante salir a las calles de la CDMX para gritarlo al mundo: ¡LOS AMAMOS NULOVERS! 💜💜💜 
Visiten el link en nuestra bio para descubrir cómo estuvo la Ruta de los Enamorados.",2022-02-18 22:30:31,547,42,CaIq4FFMIzk
272,"Esta historia de amor verdadero nació de madrugada. Entre los percances de una fiesta y muchos corazones morados. 
#enamorad💜s",2022-02-17 21:08:11,997,27,CaF8rx1FmG4
273,"Si te pide los números de tu moradita, ahí no es. 🚩🚩🚩 Éste y otros tips para detectar un scam romántico, da clic en el enlace de nuestra bio para conocerlos.💜💜💜 
#enamorad💜s",2022-02-17 00:24:59,506,1,CaDuaP6hnfH
274,"Este mes de los #enamorad💜s presentamos la historia de Ana, quien se enamoró de Nu gracias a la labor incansable de nuestros Xpeers, dedicados a experiencia al cliente. 💜💜💜",2022-02-14 21:58:54,643,42,CZ-UFB1s85b
275,"Mañana sábado 12 de febrero saldremos a las calles de CDMX a repartir amor. 💜✨ Si eres Nulover o quieres serlo, sigue la ruta de los #enamorad💜s y prepárate para recibir una sorpresa.
Consulta Términos y Condiciones en el link de la bio.",2022-02-11 19:28:03,1057,95,CZ2UdKzl52t
276,Amor mutuo es mandar y recibir corazones morados todo el año. Gracias por tanto Nulovers. ¡Celebremos este mes de los #enamorad💜s!,2022-02-10 23:01:00,435,29,CZ0IBJ_sED6
277,"Queremos que hagas más con tu dinero, con diferentes opciones para que tú elijas cómo organizar tus finanzas. Y lo mejor es que es al estilo Nu, es decir, que te ahorras complejidad, burocracia y tienes toda la transparencia que necesitas para tomar una decisión. Conoce a detalle cada uno de estos Planes de Financiamiento al estilo Nu en el link de nuestra bio.",2022-02-09 22:46:56,482,22,CZxhmbZM7fb
278,"Solo entra a tu app Nu, manda la invitación a tus seres queridos y deja que se enamoren de nosotros.  #enamorad💜s",2022-02-08 23:32:47,484,35,CZvCDkuF_ri
279,"Para armar un plan financiero, hay varios pasos que debes seguir. ¡Aprovecha este fin de semana y comienza a armar el tuyo! Visita el link en nuestra bio para conocer paso a paso cómo empezar a crear el tuyo.",2022-02-04 20:07:13,753,19,CZkXX5CMkDq
280,"Iniciaste la solicitud para obtener tu tarjeta de crédito Nu, ¿ahora qué? 💜
En este segundo episodio de #xpeeronline, conoce de la mano de Caro cuáles son los pasos para completar toda tu información de forma correcta.
Recuerda que si tienes dudas, nuestro equipo está 24/7 para apoyarte.",2022-02-01 23:01:24,522,47,CZc8yEzFTGQ
281,"¡Recuerda que iniciar tu camino con la familia morada no te tomará más de 3 minutos! Puedes hacerlo en nuestros canales oficiales, ¿cuáles son? Conócelos dando clic el link de la bio.",2022-01-31 23:28:50,423,17,CZabRF7LNk_
282,"¿Sabías que, en promedio solo se cumplen el 8% de los propósitos que las personas se plantean en año nuevo? Déjanos apoyarte a subir ese número, visita el link en nuestra bio y conoce la sección dentro del #blognu enfocada 100% a educación financiera.
#SoyNu",2022-01-27 23:13:57,414,17,CZQGYf2Ls3K
283,"El #metaverso no es tan misterioso como muchos piensan, al contrario, será una gran oportunidad para millones de personas. Visita el link en nuestra bio para responder todas las dudas que alguna vez has tenido.",2022-01-25 23:27:18,437,6,CZK-Ulkrtcu
284,"¡Extra! ¡Extra! @aeromexico se convierte en el nuevo aliado de Nu.

Así es, ya puedes comprar tus vuelos en Aeroméxico con tu tarjeta de crédito Nu a 3,6 & 9 MSI. Entra al #BlogNu y conoce todos los detalles.",2022-01-24 22:51:19,3181,203,CZIVaLgre58
285,"Levanta la mano si ya la tienes 🙋🏻🙋🏽‍♀️ Si aún no, únete a los cientos de miles de clientes que ya tienen su tarjeta de crédito Nu.
#soynu",2022-01-21 22:05:09,1906,249,CZAhvVHLRGv
286,"Aprovechar las herramienta de educación financiera, es el primer paso para tener el control de tu dinero. Por eso, hoy te compartimos este curso gratuito que desarrolló la CONDUSEF con el fin de que sigas aprendiendo sobre las finanzas personales. 
Visita el link en nuestra bio para conocer todos los detalles de este curso en el #blognu",2022-01-19 23:10:00,558,2,CY7fkpqom6U
287,"¿Sabes cómo solicitar tu tarjeta de crédito Nu?
Si aún no lo has hecho, o quieres invitar a más personas a formar parte de la familia morada te presentamos nuestro primer episodio de: #XpeerOnline, una serie de videos de donde nuestro equipo de atención a clientes, conocidos como Xpeers, te guiará paso a paso a conocer y aprovechar lo mejor de Nu.",2022-01-19 00:13:45,931,112,CY5B_C6NXh1
288,"Te has estado preparando para el #PurpleMonday y por fin llegó. Así que recuerda dedicarlo a ti y darte un respiro 😮‍💨 para que ya no sea un #BlueMonday, sino uno que puedas disfrutar al máximo. Mañana te seguiremos ayudando con tus finanzas 💜",2022-01-17 19:52:59,432,18,CY1_bOHMexS
289,"¿Y si convertimos el #BlueMonday en un día más para invertir en ti? En Nu queremos que pienses menos en tus deudas y más en lo que te hace feliz. 
#PurpleMonday",2022-01-14 19:52:26,326,13,CYuQ9XhqGw_
290,"Inhaaaalaa y exhaaalaaa. No dejes que la cuesta de enero te malviaje, este lunes que viene en vez de que sea Blue, que sea un #PurpleMonday .",2022-01-13 23:07:25,493,24,CYsCfj8MpTr
291,"Tu tarjeta de crédito Nu es Mastercard, y eso significa que ahora podrás obtener un 10% de descuento en Mercado Libre ingresando el código MASTER10 antes de finalizar tu compra. 
Conoce los detalles de éste y todos los beneficios, dando clic en el link de nuestra bio.",2022-01-11 23:00:27,2191,172,CYm4HtVMRDI
292,"Aprovecha que te ahorramos tiempo para que disfrutes tu día sin trámites cansados 👌
¿Qué te gustaría estar haciendo en vez de una fila? 🚶🏼🚶🏽🚶🏻‍♀️🚶🏽‍♂️🚶🏾‍♀️",2022-01-07 23:00:27,491,25,CYck7rUMilH
293,"👾 👾 👾 Para todos los amantes de los videojuegos, y también para los que quieren empezar a descubrir este mundo, les hemos preparado un increíble post en nuestro #blognu con todo lo que tienen que saber si invierten en este mundo de entretenimiento 🎮
Visita nuestro link en bio para echarte el chisme completo.",2022-01-06 23:00:33,835,10,CYaAKEZFspU
294,"¡El 2022 está aquí!, pero contemplamos el 2021 con ilusión. El año en el que dimos un gran paso por ustedes, nuestros clientes. Para que juntos sigamos escribiendo el futuro de Nu, ¡gracias! 💜 
#NuDay",2022-01-05 20:01:19,283,7,CYXGxULqIYj
295,"De astronautas y mediocampistas a youtubers y especialistas en #bigdata. Así es cómo han evolucionado los trabajos con los que sueña la gente y que van teniendo más presencia en le campo laboral.
¡Da clic en el link de nuestra bio para conocer la historia completa! 
#BlogNu",2022-01-04 23:21:34,451,3,CYU4-I8NYFc
296,"Un año más que termina, y para nosotros, apenas es el comienzo. ¡Gracias, gracias, gracias! Visita nuestro link en la bio para recordar algunos de los mejores momentos que vivimos juntos este 2021. 
Nos vemos en el 2022.",2021-12-31 15:34:13,570,28,CYJwTtZrRRK
297,"Empieza el 2022 y como cada año, tenemos temas de inflación, impuestos y otras palabras que pueden espantarnos. En nuestro #BlogNu te preparamos una entrada para que entiendas a detalle todos estos términos que muchas veces son complicados de entender. ¡Haz clic en el link de nuestra bio para leerlo!",2021-12-30 18:00:57,542,13,CYHcTjfBmkU
298,"Cada 💜  a este borreguito, multiplica la suerte de tu libertad financiera. Queremos que 2022 sea el mejor año para nuestros NuLovers. 
#EsteSiLoLogro",2021-12-28 20:30:26,560,53,CYCjz7CMOOu
299,"¡Por un año nuevo lleno de viajes con el respaldo de tu tarjeta de crédito Nu! Cuéntanos, ¿a dónde quieres ir en 2022?
#EsteSiLoLogro",2021-12-27 16:00:10,541,58,CX_gFokLV9d
300,"¡Listos para un gran 2022! Corazoncito morado en este post si tú también buscas un futuro financiero sin complicaciones. 
#EsteSiLoLogro",2021-12-24 16:01:11,1039,125,CX3x0GhKxaf
301,"Ya viene enero, y sí, como cada año trae consigo la ""cuesta de enero"". Pero, ¿sabes de qué se trata? Haz clic en el link de nuestra bio para entender más este tan sonado tema, así como descubrir 4 formas de hacerle frente.",2021-12-23 22:33:12,523,7,CX155bPIHkr
302,En Nu te atendemos 24/7 para que tú solo te tengas que enfocar en pedir tu deseo a las 11:11 🕙,2021-12-22 19:09:06,846,61,CXy9uV5F4xt
303,¡Prepara tu wishlist! 💜 Tenemos una muy buena noticia: Ya hay meses sin intereses al estilo Nu en Liverpool y Suburbia.,2021-12-16 00:11:04,559,57,CXhetxRFK-L
304,"Esta foto dice más que mil palabras 💜 Nu nació con la misión de empoderar a las personas y liberarlas de la burocracia, por eso, hoy estamos compartiendo junto con nuestros clientes un nuevo capítulo en nuestra historia: Nu Holdings Ltd. en la bolsa de valores brasileña - B3 - y esto, es tan sólo el principio. #NuDay",2021-12-10 18:38:36,1220,0,CXUAt3uLB0s
305,"Estamos cambiando la historia junto a ti, Nu Holdings Ltd.  es parte de la bolsa de valores de Nueva York. México, Brasil y Colombia son parte de un futuro morado, más humano y transparente y nada de esto hubiera sido posible sin ti 💜
 #SoyNu #nuday",2021-12-10 01:21:41,904,0,CXSJ-CNFi-w
